€Time(ms),Temperature(C),Humidity(% Relative),Pressure(hPa),Altitude(m),Ambient Light(0-255)   
44580000,13.13,93.77929688,1029.309336,-130,0
44595000,13.14,93.35351562,1029.317773,-130,0
44610000,13.13,93.28320313,1029.301211,-130,0
44625000,13.13,93.37109375,1029.493828,-130,0
44640000,13.11,92.96972656,1029.303711,-130,0
44655000,13.1,92.89941406,1029.314648,-130,0
44670000,13.09,92.93652344,1029.325586,-130,0
44685000,13.08,92.99023438,1029.300898,-130,0
44700000,13.08,92.85644531,1029.336523,-130,0
44715000,13.06,93.02441406,1029.240234,-130,0
44730000,13.06,93.06347656,1029.322773,-130,0
44745000,13.05,93.07324219,1029.36125,-130,0
44760000,13.04,92.93261719,1029.234609,-130,0
44775000,13.01,92.83105469,1029.248047,-130,0
44790000,13.02,92.71679688,1029.347148,-130,0
44805000,13.01,92.87988281,1029.330586,-130,0
44820000,13.03,92.96191406,1029.245547,-130,0
44835000,13.06,93.29003906,1029.275859,-130,0
44850000,13.06,93.21972656,1029.322773,-130,0
44865000,13.06,93.2578125,1029.322773,-130,0
44880000,13.04,93.25390625,1029.344648,-130,0
44895000,13.03,92.97167969,1029.328086,-130,0
44910000,13.02,93.0859375,1029.264609,-130,0
44925000,13.03,92.99121094,1029.328086,-130,0
44940000,13.01,92.96777344,1029.322422,-130,0
44955000,13.03,93.05957031,1029.336211,-130,0
44970000,13.01,93.06445312,1029.248047,-130,0
44985000,13,92.83886719,1029.388437,-130,0
45000000,13,93.0625,1029.278359,-130,0
45015000,13,93.00390625,1029.278359,-130,0
45030000,13,93.18847656,1029.286484,-130,0
45045000,13,93.140625,1029.369023,-130,0
45060000,13.01,93.09375,1029.349961,-130,0
45075000,13,93.18847656,1029.250859,-130,0
45090000,13,93.13085938,1029.286484,-130,0
45105000,12.99,93.11816406,1029.261797,-130,0
45120000,12.99,93.24511719,1029.269883,-130,0
45135000,12.99,93.19628906,1029.289297,-130,0
45150000,12.97,93.12402344,1029.319297,-130,0
45165000,12.96,93.15136719,1029.330234,-130,0
45180000,12.99,93.11816406,1029.379961,-130,0
45195000,13,93.17871094,1029.341484,-130,0
45210000,13,93.25683594,1029.305859,-130,0
45225000,13.02,93.33886719,1029.366523,-130,0
45240000,12.99,93.17675781,1029.261797,-130,0
45255000,12.98,93.18457031,1029.335859,-130,0
45270000,12.96,93.04394531,1029.275234,-130,0
45285000,12.97,92.74511719,1029.346797,-130,0
45300000,12.96,93.13183594,1029.322109,-130,0
45315000,12.99,93.30371094,1029.352461,-130,0
45330000,13,93.16894531,1029.258984,-130,0
45345000,13,93.19824219,1029.278359,-130,0
45360000,12.98,93.02929688,1029.327734,-130,0
45375000,12.96,92.87890625,1029.330234,-130,0
45390000,12.95,92.94433594,1029.313633,-130,0
45405000,12.99,93.02148437,1029.316836,-130,0
45420000,12.96,92.84960937,1029.275234,-130,0
45435000,12.97,93.0078125,1029.283633,-130,0
45450000,13.03,92.88378906,1029.300586,-130,0
45465000,13.04,92.95214844,1029.234609,-130,0
45480000,13.02,92.86230469,1029.421562,-130,0
45495000,13.04,93.03027344,1029.289609,-130,0
45510000,13.01,92.94824219,1029.248047,-130,0
45525000,12.99,92.74902344,1029.261797,-130,0
45540000,12.97,92.76464844,1029.374297,-130,0
45555000,12.96,92.8203125,1029.294609,-130,0
45570000,12.95,92.8671875,1029.313633,-130,0
45585000,12.98,92.73730469,1029.327734,-130,0
45600000,12.99,92.90429687,1029.407461,-130,0
45615000,12.99,92.96289062,1029.234258,-130,0
45630000,13,92.83886719,1029.286484,-130,0
45645000,12.99,92.83691406,1029.206758,-130,0
45660000,12.97,92.57910156,1029.283633,-130,0
45675000,12.97,92.70605469,1029.181719,-130,0
45690000,12.97,92.60839844,1029.393711,-130,0
45705000,12.95,92.56542969,1029.195469,-130,0
45720000,12.94,92.54394531,1029.261445,-130,0
45735000,12.93,92.26953125,1029.244883,-130,0
45750000,12.94,92.6015625,1029.343945,-130,0
45765000,12.99,92.58398438,1029.297422,-130,0
45780000,12.97,92.57910156,1029.346797,-130,0
45795000,12.99,92.35058594,1029.316836,-130,0
45810000,13.04,92.36914063,1029.317148,-130,0
45825000,13,92.47851562,1029.286484,-130,0
45840000,12.98,92.27050781,1029.410273,-130,0
45855000,12.97,92.60839844,1029.283633,-130,0
45870000,12.97,92.20996094,1029.338672,-130,0
45885000,12.96,92.00390625,1029.377148,-130,0
45900000,12.98,92.24121094,1029.308359,-130,0
45915000,12.97,92.43359375,1029.338672,-130,0
45930000,12.96,92.18847656,1029.275234,-130,0
45945000,12.97,92.27832031,1029.393711,-130,0
45960000,12.94,92.19335938,1029.288984,-130,0
45975000,12.94,92.14453125,1029.316445,-130,0
45990000,12.92,92.140625,1029.365859,-130,0
46005000,12.92,92.37402344,1029.365859,-130,0
46020000,12.9,91.95117187,1029.249805,-130,0
46035000,12.9,92.04882812,1029.304844,-130,0
46050000,12.91,92.15820313,1029.357383,-130,0
46065000,12.9,91.98046875,1029.414883,-130,0
46080000,12.9,92.00195313,1029.423008,-130,0
46095000,12.89,92.046875,1029.37082,-130,0
46110000,12.88,92.12207031,1029.381719,-130,0
46125000,12.89,92.02734375,1029.378906,-130,0
46140000,12.91,92.05078125,1029.403945,-130,0
46155000,12.9,92.0390625,1029.414883,-130,0
46170000,12.88,91.98828125,1029.472344,-130,0
46185000,12.88,91.9765625,1029.409219,-130,0
46200000,12.84,92.22265625,1029.378555,-130,0
46215000,12.87,92.00292969,1029.345781,-130,0
46230000,12.89,91.96875,1029.425781,-130,0
46245000,12.89,91.65722656,1029.288281,-130,0
46260000,12.9,91.5625,1029.387383,-130,0
46275000,12.9,91.50390625,1029.497383,-130,0
46290000,12.91,91.30175781,1029.467383,-130,0
46305000,12.9,91.24414062,1029.395508,-130,0
46320000,12.9,91.17382813,1029.579922,-130,0
46335000,12.94,90.98730469,1029.379609,-130,0
46350000,12.91,91.01953125,1029.376445,-130,0
46365000,12.93,90.87792969,1029.500586,-130,0
46380000,13.02,90.625,1029.484688,-130,0
46395000,13.05,90.30078125,1029.479414,-130,0
46410000,13.11,89.953125,1029.413789,-130,0
46425000,13.12,89.8671875,1029.512891,-130,0
46440000,13.09,89.82226562,1029.510078,-130,0
46455000,13.14,89.15917969,1029.427852,-130,0
46470000,13.1,89.140625,1029.526641,-130,0
46485000,13.1,89.43457031,1029.424687,-130,0
46500000,13.09,88.99414063,1029.380625,-130,0
46515000,13.07,89.02929688,1029.595117,-130,0
46530000,13.05,89.06445313,1029.41625,-130,0
46545000,13.08,88.921875,1029.493477,-130,0
46560000,13.08,89.03125,1029.446602,-130,0
46575000,13.06,89.01757812,1029.551016,-130,0
46590000,13.03,89.13769531,1029.548164,-130,0
46605000,13.01,89.29882813,1029.578164,-130,0
46620000,13,89.15136719,1029.506562,-130,0
46635000,12.97,89.11523437,1029.53125,-130,0
46650000,12.96,88.88964844,1029.542187,-130,0
46665000,12.96,89.18164063,1029.495273,-130,0
46680000,12.95,89.23730469,1029.580625,-130,0
46695000,12.98,89.36035156,1029.520313,-130,0
46710000,12.96,89.33691406,1029.542187,-130,0
46725000,12.99,88.98339844,1029.572539,-130,0
46740000,12.97,89.15429687,1029.621914,-130,0
46755000,12.94,89.13867187,1029.481484,-130,0
46770000,12.93,89.36035156,1029.583086,-130,0
46785000,12.91,89.34570313,1029.568984,-130,0
46800000,12.91,89.24902344,1029.577461,-130,0
46815000,12.91,89.06347656,1029.624023,-130,0
46830000,12.9,89.23730469,1029.579922,-130,0
46845000,12.91,89.36523438,1029.568984,-130,0
46860000,12.89,89.24414063,1029.645859,-130,0
46875000,12.88,89.45898438,1029.527383,-130,0
46890000,12.88,89.19335937,1029.574258,-130,0
46905000,12.85,89.03125,1029.552031,-130,0
46920000,12.84,89.23632812,1029.571094,-130,0
46935000,12.82,89.18164063,1029.529805,-130,0
46950000,12.83,89.21484375,1029.518867,-130,0
46965000,12.81,89.15234375,1029.521328,-130,0
46980000,12.84,89.109375,1029.488555,-130,0
46995000,12.86,89.12207031,1029.486094,-130,0
47010000,12.87,89.13378906,1029.483281,-130,0
47025000,12.93,89,1029.492422,-130,0
47040000,12.9,89.01269531,1029.524922,-130,0
47055000,12.85,89.01269531,1029.469492,-130,0
47070000,12.87,89.01660156,1029.53832,-130,0
47085000,12.84,89.01269531,1029.571094,-130,0
47100000,12.82,89.125,1029.537891,-130,0
47115000,12.83,89.28222656,1029.526992,-130,0
47130000,12.82,89.27832031,1029.529805,-130,0
47145000,12.82,89.22265625,1029.537891,-130,0
47160000,12.83,89.10742188,1029.573867,-130,0
47175000,12.89,89.13769531,1029.50832,-130,0
47190000,12.88,88.9140625,1029.582383,-130,0
47205000,12.86,89.05371094,1029.513594,-130,0
47220000,12.86,88.98535156,1029.568633,-130,0
47235000,12.83,88.70898437,1029.526992,-130,0
47250000,12.83,88.97167969,1029.573867,-130,0
47265000,12.8,88.89453125,1029.524102,-130,0
47280000,12.79,88.9140625,1029.570664,-130,0
47295000,12.8,89.03125,1029.551641,-130,0
47310000,12.76,88.90820313,1029.548438,-130,0
47325000,12.75,89.28515625,1029.578398,-130,0
47340000,12.73,89.28125,1029.581211,-130,0
47355000,12.73,89.36914062,1029.553711,-130,0
47370000,12.77,89.27050781,1029.5375,-130,0
47385000,12.77,89.19238281,1029.565039,-130,0
47400000,12.78,89.17285156,1029.628477,-130,0
47415000,12.77,89.14355469,1029.592539,-130,0
47430000,12.78,89.17480469,1029.609102,-130,0
47445000,12.77,89.16308594,1029.556875,-130,0
47460000,12.76,89.12988281,1029.567812,-130,0
47475000,12.76,89.09082031,1029.567812,-130,0
47490000,12.72,89.09375,1029.59207,-130,0
47505000,12.72,89.14257813,1029.638633,-130,0
47520000,12.7,89.27441406,1029.577969,-130,0
47535000,12.7,89.25585937,1029.558945,-130,0
47550000,12.69,89.45019531,1029.514844,-130,0
47565000,12.69,89.37011719,1029.561406,-130,0
47580000,12.66,89.44140625,1029.676602,-130,0
47595000,12.64,89.3203125,1029.615938,-130,0
47610000,12.62,89.25097656,1029.701211,-130,0
47625000,12.63,89.67089844,1029.607852,-130,0
47640000,12.63,89.73632813,1029.654375,-130,0
47655000,12.66,89.60742187,1029.676602,-130,0
47670000,12.63,89.62988281,1029.709336,-130,0
47685000,12.6,89.53613281,1029.659609,-130,0
47700000,12.58,89.53417969,1029.579922,-130,0
47715000,12.59,89.46582031,1029.670508,-130,0
47730000,12.55,89.35253906,1029.631641,-130,0
47745000,12.54,89.19238281,1029.725039,-130,0
47760000,12.5,89.34179688,1029.639648,-130,0
47775000,12.51,89.39257812,1029.683711,-130,0
47790000,12.5,89.85742187,1029.667109,-130,0
47805000,12.56,89.53710938,1029.675742,-130,0
47820000,12.54,89.70800781,1029.587578,-130,0
47835000,12.52,89.83984375,1029.526914,-130,0
47850000,12.53,89.94140625,1029.716875,-130,0
47865000,12.49,89.84570313,1029.678047,-130,0
47880000,12.47,89.55957031,1029.581406,-130,0
47895000,12.45,89.69335938,1029.694102,-130,0
47910000,12.43,89.68652344,1029.625,-130,0
47925000,12.43,89.61914063,1029.6525,-130,0
47940000,12.43,89.88085937,1029.625,-130,0
47955000,12.41,90.03515625,1029.655273,-130,0
47970000,12.4,90.11816406,1029.602734,-130,0
47985000,12.44,90.20410156,1029.677539,-130,0
48000000,12.42,90.05371094,1029.635898,-130,0
48015000,12.4,90.20507813,1029.630234,-130,0
48030000,12.42,90.31640625,1029.718398,-130,0
48045000,12.42,90.23925781,1029.690898,-130,0
48060000,12.42,90.47167969,1029.690898,-130,0
48075000,12.4,90.1953125,1029.657695,-130,0
48090000,12.37,90.24804687,1029.690352,-130,0
48105000,12.39,90.51464844,1029.641094,-130,0
48120000,12.4,90.40917969,1029.712656,-130,0
48135000,12.39,90.37011719,1029.64957,-130,0
48150000,12.38,90.59960937,1029.632969,-130,0
48165000,12.36,90.42285156,1029.627266,-130,0
48180000,12.37,90.43261719,1029.66293,-130,0
48195000,12.36,90.48046875,1029.682266,-130,0
48210000,12.36,90.5,1029.654766,-130,0
48225000,12.35,90.44726562,1029.574766,-130,0
48240000,12.42,90.38476562,1029.690898,-130,0
48255000,12.42,90.34570312,1029.74582,-130,0
48270000,12.41,90.35546875,1029.737734,-130,0
48285000,12.42,90.44335937,1029.754297,-130,0
48300000,12.39,90.59375,1029.731992,-130,0
48315000,12.4,90.49707031,1029.748633,-130,0
48330000,12.37,90.56835938,1029.66293,-130,0
48345000,12.38,90.52148437,1029.624531,-130,0
48360000,12.37,90.62695313,1029.717852,-130,0
48375000,12.38,90.65820312,1029.770391,-130,0
48390000,12.41,90.54785156,1029.674297,-130,0
48405000,12.41,90.58691406,1029.729258,-130,0
48420000,12.45,90.45898438,1029.823125,-130,0
48435000,12.42,90.23925781,1029.663398,-130,0
48450000,12.43,90.54199219,1029.707461,-130,0
48465000,12.4,90.51660156,1029.693633,-130,0
48480000,12.4,90.46777344,1029.693633,-130,0
48495000,12.4,90.55566406,1029.657695,-130,0
48510000,12.41,90.39453125,1029.765195,-130,0
48525000,12.4,90.47753906,1029.748633,-130,0
48540000,12.37,90.37597656,1029.671328,-130,0
48555000,12.37,90.48339844,1029.698828,-130,0
48570000,12.37,90.609375,1029.726328,-130,0
48585000,12.38,90.56054687,1029.651992,-130,0
48600000,12.37,90.609375,1029.643867,-130,0
48615000,12.39,90.48730469,1029.731992,-130,0
48630000,12.43,90.50292969,1029.707461,-130,0
48645000,12.43,90.60253906,1029.688437,-130,0
48660000,12.45,90.578125,1029.694102,-130,0
48675000,12.43,90.4375,1029.688437,-130,0
48690000,12.45,90.47070313,1029.694102,-130,0
48705000,12.47,90.34667969,1029.801328,-130,0
48720000,12.43,90.19238281,1029.734961,-130,0
48735000,12.51,90.41308594,1029.656211,-130,0
48750000,12.46,90.37402344,1029.710742,-130,0
48765000,12.49,90.45800781,1029.69707,-130,0
48780000,12.52,90.38476562,1029.746797,-130,0
48795000,12.57,90.35839844,1029.865742,-130,0
48810000,12.54,90.13574219,1029.725039,-130,0
48825000,12.48,90.03613281,1029.680469,-130,0
48840000,12.45,89.97460937,1029.694102,-130,0
48855000,12.44,89.84472656,1029.779023,-130,0
48870000,12.43,90.20214844,1029.762461,-130,0
48885000,12.42,90.00585938,1029.718398,-130,0
48900000,12.42,90.09277344,1029.699375,-130,0
48915000,12.44,90.32128906,1029.724062,-130,0
48930000,12.46,90.18847656,1029.710742,-130,0
48945000,12.44,90.24316406,1029.76,-130,0
48960000,12.43,90.31835938,1029.817422,-130,0
48975000,12.42,90.36523437,1029.718398,-130,0
48990000,12.43,90.21191406,1029.707461,-130,0
49005000,12.44,90.20410156,1029.76,-130,0
49020000,12.44,90.359375,1029.751562,-130,0
49035000,12.42,90.28710937,1029.74582,-130,0
49050000,12.44,90.42773437,1029.724062,-130,0
49065000,12.45,90.40039063,1029.768125,-130,0
49080000,12.5,90.43847656,1029.741133,-130,0
49095000,12.48,90.56054687,1029.70793,-130,0
49110000,12.48,90.38769531,1029.743906,-130,0
49125000,12.47,90.40527344,1029.746367,-130,0
49140000,12.43,90.20214844,1029.707461,-130,0
49155000,12.46,90.37402344,1029.784727,-130,0
49170000,12.43,90.20410156,1029.770898,-130,0
49185000,12.42,90.19042969,1029.690898,-130,0
49200000,12.41,90.12988281,1029.784219,-130,0
49215000,12.41,90.16894531,1029.811719,-130,0
49230000,12.4,90.22460938,1029.712656,-130,0
49245000,12.39,90.26171875,1029.723594,-130,0
49260000,12.38,90.24023438,1029.734453,-130,0
49275000,12.37,90.26660156,1029.772852,-130,0
49290000,12.38,90.37597656,1029.761914,-130,0
49305000,12.36,90.12890625,1029.72875,-130,0
49320000,12.35,90.41796875,1029.684688,-130,0
49335000,12.34,90.53515625,1029.704023,-130,0
49350000,12.35,90.52734375,1029.748086,-130,0
49365000,12.36,90.60742188,1029.792188,-130,0
49380000,12.35,90.52539062,1029.739648,-130,0
49395000,12.35,90.53710938,1029.775586,-130,0
49410000,12.35,90.60546875,1029.830586,-130,0
49425000,12.35,90.5078125,1029.748086,-130,0
49440000,12.36,90.60546875,1029.78375,-130,0
49455000,12.33,90.54003906,1029.678984,-130,0
49470000,12.29,90.2421875,1029.758516,-130,0
49485000,12.3,90.28125,1029.684141,-130,0
49500000,12.3,90.45605469,1029.711641,-130,0
49515000,12.29,90.31835938,1029.7775,-130,0
49530000,12.28,90.296875,1029.752773,-130,0
49545000,12.26,90.41894531,1029.755195,-130,0
49560000,12.26,90.44726562,1029.747031,-130,0
49575000,12.28,90.83105469,1029.733438,-130,0
49590000,12.25,90.77832031,1029.683633,-130,0
49605000,12.23,90.58886719,1029.768477,-130,0
49620000,12.23,90.55761719,1029.779375,-130,0
49635000,12.25,90.67089844,1029.793555,-130,0
49650000,12.25,90.875,1029.738633,-130,0
49665000,12.24,90.70800781,1029.694531,-130,0
49680000,12.23,90.69433594,1029.696992,-130,0
49695000,12.23,90.83007813,1029.696992,-130,0
49710000,12.22,90.97558594,1029.771289,-130,0
49725000,12.21,90.87597656,1029.754648,-130,0
49740000,12.22,90.97558594,1029.743789,-130,0
49755000,12.26,91.15722656,1029.782695,-130,0
49770000,12.23,91.12304688,1029.741055,-130,0
49785000,12.24,91.21289063,1029.722031,-130,0
49800000,12.22,90.97363281,1029.845195,-130,0
49815000,12.24,91.09667969,1029.694531,-130,0
49830000,12.21,91,1029.746211,-130,0
49845000,12.21,91.06835937,1029.773711,-130,0
49860000,12.25,91.17382813,1029.840391,-130,0
49875000,12.21,91.20703125,1029.809609,-130,0
49890000,12.19,90.9375,1029.82293,-130,0
49905000,12.19,90.89160156,1029.776445,-130,0
49920000,12.17,90.84570313,1029.789727,-130,0
49935000,12.15,90.80273438,1029.784023,-130,0
49950000,12.14,90.8515625,1029.767422,-130,0
49965000,12.13,91.04394531,1029.759258,-130,0
49980000,12.13,90.74023437,1029.833242,-130,0
49995000,12.13,91.01269531,1029.723359,-130,0
50010000,12.16,91.2734375,1029.754102,-130,0
50025000,12.17,91.37304688,1029.853164,-130,0
50040000,12.17,91.41210938,1029.825664,-130,0
50055000,12.16,91.17675781,1029.836562,-130,0
50070000,12.12,91.109375,1029.797656,-130,0
50085000,12.13,91.1015625,1029.814219,-130,0
50100000,12.13,91.25488281,1029.805742,-130,0
50115000,12.13,91.29394531,1029.833242,-130,0
50130000,12.12,91.29394531,1029.78918,-130,0
50145000,12.12,91.27441406,1029.797656,-130,0
50160000,12.13,91.33496094,1029.759258,-130,0
50175000,12.09,91.14160156,1029.775312,-130,0
50190000,12.08,91.18066406,1029.786211,-130,0
50205000,12.07,91.03125,1029.733672,-130,0
50220000,12.07,91.20605469,1029.761133,-130,0
50235000,12.05,90.94824219,1029.84625,-130,0
50250000,12.05,91.16210938,1029.782891,-130,0
50265000,12.05,91.45410156,1029.782891,-130,0
50280000,12.04,91.30761719,1029.774727,-130,0
50295000,12.05,91.66699219,1029.736406,-130,0
50310000,12.03,91.64355469,1029.758125,-130,0
50325000,12.04,91.64746094,1029.774727,-130,0
50340000,12.06,91.671875,1029.780469,-130,0
50355000,12.08,91.85839844,1029.887617,-130,0
50370000,12.07,91.9140625,1029.816055,-130,0
50385000,12.07,92.09863281,1029.871016,-130,0
50400000,12.04,91.75488281,1029.802187,-130,0
50415000,12.04,91.76269531,1029.821211,-130,0
50430000,12.04,92.12304687,1029.774727,-130,0
50445000,12.03,91.85742188,1029.85957,-130,0
50460000,12.03,91.67285156,1029.887031,-130,0
50475000,12.02,91.89355469,1029.815508,-130,0
50490000,12.03,91.92480469,1029.85957,-130,0
50505000,12.04,92.11328125,1029.857148,-130,0
50520000,12.06,92.42675781,1029.744492,-130,0
50535000,12.05,92.05566406,1029.72793,-130,0
50550000,12.03,91.84765625,1029.840547,-130,0
50565000,12.02,91.81835938,1029.796484,-130,0
50580000,12.04,92.01660156,1029.857148,-130,0
50595000,12.04,92.1328125,1029.774727,-130,0
50610000,12.03,92.04101563,1029.804609,-130,0
