€Time(ms),Temperature(C),Humidity(% Relative),Pressure(hPa),Altitude(m),Ambient Light(0-255)   
36180000,13.62,95.19726563,1028.350938,-122,0
36195000,13.61,95.16796875,1028.370352,-122,0
36210000,13.63,95.47363281,1028.375898,-122,0
36225000,13.62,94.49609375,1028.378477,-122,0
36240000,13.61,94.06835938,1028.370352,-122,0
36255000,13.63,95.08496094,1028.431016,-122,0
36270000,13.61,95.26269531,1028.416992,-122,0
36285000,13.62,95.48925781,1028.350938,-122,0
36300000,13.62,95.54980469,1028.414453,-122,0
36315000,13.6,95.01757812,1028.428008,-122,0
36330000,13.59,94.94921875,1028.419883,-122,0
36345000,13.59,95.02441406,1028.383906,-122,0
36360000,13.59,95.14355469,1028.447422,-122,0
36375000,13.58,95.36523437,1028.375781,-122,0
36390000,13.6,95.49609375,1028.62918,-122,0
36405000,13.6,95.6015625,1028.455508,-122,0
36420000,13.63,95.91015625,1028.505195,-122,0
36435000,13.63,95.99707031,1028.505195,-122,0
36450000,13.62,95.8515625,1028.469531,-122,0
36465000,13.64,95.85546875,1028.483164,-122,0
36480000,13.63,95.13085937,1028.505195,-122,0
36495000,13.63,95.60058594,1028.521719,-122,0
36510000,13.63,95.26953125,1028.431016,-122,0
36525000,13.62,95.37207031,1028.461094,-122,0
36540000,13.61,95.26269531,1028.47207,-122,0
36555000,13.61,95.62304687,1028.416992,-122,0
36570000,13.62,95.625,1028.378477,-122,0
36585000,13.61,95.54492187,1028.416992,-122,0
36600000,13.6,95.52539062,1028.491484,-122,0
36615000,13.6,95.5546875,1028.436406,-122,0
36630000,13.57,95.32421875,1028.551992,-122,0
36645000,13.56,95.08886719,1028.609609,-122,0
36660000,13.56,95.06933594,1028.609609,-122,0
36675000,13.55,95.125,1028.40875,-122,0
36690000,13.56,94.73828125,1028.471914,-122,0
36705000,13.57,94.90625,1028.634609,-122,0
36720000,13.55,94.72363281,1028.400312,-122,0
36735000,13.57,94.65039063,1028.543516,-122,0
36750000,13.55,94.92089844,1028.711641,-122,0
36765000,13.55,95.03808594,1028.436289,-122,0
36780000,13.56,94.99121094,1028.58207,-122,0
36795000,13.56,95.11816406,1028.471914,-122,0
36810000,13.56,95.2734375,1028.389336,-122,0
36825000,13.54,95.015625,1028.502344,-122,0
36840000,13.55,94.74316406,1028.51043,-122,0
36855000,13.55,95.04492188,1028.482891,-122,0
36870000,13.53,94.91699219,1028.568359,-122,0
36885000,13.53,94.92382813,1028.532422,-122,0
36900000,13.55,95.44433594,1028.675625,-122,0
36915000,13.54,95.46386719,1028.411289,-122,0
36930000,13.56,95.64355469,1028.480352,-122,0
36945000,13.55,95.59960937,1028.317695,-122,0
36960000,13.56,95.76953125,1028.58207,-122,0
36975000,13.55,95.65820312,1028.785781,-122,0
36990000,13.54,95.46386719,1028.576523,-122,0
37005000,13.53,95.27441406,1028.615,-122,0
37020000,13.52,95.48828125,1028.543359,-122,0
37035000,13.54,95.52246094,1028.659102,-122,0
37050000,13.53,95.546875,1028.367188,-122,0
37065000,13.52,95.14746094,1028.41418,-122,0
37080000,13.52,95.17675781,1028.48832,-122,0
37095000,13.52,95.31347656,1028.51582,-122,28
37110000,13.51,95.38867187,1028.452656,-122,28
37125000,13.49,95.26757812,1028.502187,-122,26
37140000,13.49,94.98339844,1028.548789,-122,27
37155000,13.48,95.34277344,1028.430586,-122,27
37170000,13.49,95.57910156,1028.447109,-122,28
37185000,13.47,95.0390625,1028.488125,-122,28
37200000,13.44,94.83007813,1028.501992,-122,30
37215000,13.46,95.19238281,1028.444062,-122,29
37230000,13.46,95.46777344,1028.4525,-122,26
37245000,13.47,95.76855469,1028.55168,-122,27
37260000,13.46,95.10742188,1028.480039,-122,29
37275000,13.44,95.07128906,1028.466016,-122,31
37290000,13.45,95.16113281,1028.592695,-122,28
37305000,13.42,95.125,1028.405391,-122,27
37320000,13.39,95.09863281,1028.419258,-122,25
37335000,13.4,94.97753906,1028.408242,-122,29
37350000,13.41,95.11328125,1028.554023,-122,29
37365000,13.42,95.45605469,1028.43293,-122,30
37380000,13.4,95.42285156,1028.344727,-122,31
37395000,13.4,95.11132812,1028.399805,-122,30
37410000,13.38,94.81445313,1028.421758,-122,30
37425000,13.35,94.75195313,1028.435625,-122,31
37440000,13.35,94.91699219,1028.463125,-122,29
37455000,13.37,95.09667969,1028.468711,-122,28
37470000,13.37,95.37695313,1028.570391,-122,26
37485000,13.36,95.69824219,1028.562227,-122,26
37500000,13.33,95.05859375,1028.374961,-122,25
37515000,13.32,94.609375,1028.385937,-122,25
37530000,13.34,94.52636719,1028.501602,-122,25
37545000,13.34,94.71875,1028.520703,-122,25
37560000,13.34,95.1875,1028.363984,-122,25
37575000,13.34,95.1484375,1028.363984,-122,25
37590000,13.34,95.38183594,1028.446563,-122,25
37605000,13.31,95.18847656,1028.443516,-122,23
37620000,13.31,95.3359375,1028.341836,-122,22
37635000,13.32,95.27832031,1028.35,-122,21
37650000,13.31,94.9453125,1028.471055,-122,23
37665000,13.3,95.09082031,1028.454492,-122,21
37680000,13.27,94.83203125,1028.49582,-122,20
37695000,13.27,94.60546875,1028.404805,-122,20
37710000,13.25,94.54492187,1028.434844,-122,18
37725000,13.25,94.23144531,1028.454258,-122,18
37740000,13.22,93.84765625,1028.37707,-122,17
37755000,13.22,93.3515625,1028.404609,-122,16
37770000,13.22,93.63378906,1028.459648,-122,20
37785000,13.2,93.70019531,1028.35207,-122,22
37800000,13.21,93.46582031,1028.470586,-122,21
37815000,13.19,93.02441406,1028.418086,-122,19
37830000,13.19,92.85839844,1028.465,-122,18
37845000,13.18,92.43847656,1028.448438,-122,15
37860000,13.16,92.18066406,1028.470352,-122,13
37875000,13.15,92.84960937,1028.39875,-122,13
37890000,13.14,93.14941406,1028.492305,-122,13
37905000,13.13,93.32226563,1028.475742,-122,12
37920000,13.1,93.25,1028.43418,-122,10
37935000,13.1,92.86816406,1028.508594,-122,9
37950000,13.1,92.84863281,1028.453555,-122,9
37965000,13.08,92.4453125,1028.502969,-122,7
37980000,13.08,92.21191406,1028.530508,-122,6
37995000,13.06,92.64746094,1028.505508,-122,9
38010000,13.05,92.27539063,1028.516445,-122,8
38025000,13.01,91.75195312,1028.477734,-122,7
38040000,13.02,91.91894531,1028.521797,-122,6
38055000,13,92.625,1028.590625,-122,4
38070000,12.99,93.21582031,1028.436484,-122,5
38085000,12.97,93.10449219,1028.623437,-122,6
38100000,12.94,92.37792969,1028.609375,-122,4
38115000,12.93,92.97851563,1028.565312,-122,4
38130000,12.94,92.84472656,1028.463711,-122,6
38145000,12.96,94.30761719,1028.5325,-122,6
38160000,12.94,94.80859375,1028.54625,-122,7
38175000,12.93,94.34960937,1028.565312,-122,8
38190000,12.91,94.50097656,1028.532148,-122,7
38205000,12.91,94.89941406,1028.587188,-122,8
38220000,12.9,94.80957031,1028.562187,-122,8
38235000,12.88,94.60351562,1028.592187,-122,6
38250000,12.89,94.17578125,1028.545625,-122,3
38265000,12.84,93.77636719,1028.600313,-122,1
38280000,12.83,93.76660156,1028.509375,-122,4
38295000,12.84,94.15527344,1028.572812,-122,5
38310000,12.83,94.79589844,1028.591875,-122,6
38325000,12.82,94.859375,1028.622188,-122,5
38340000,12.82,94.90136719,1028.630313,-122,6
38355000,12.8,94.19433594,1028.451562,-122,5
38370000,12.76,93.875,1028.495313,-122,2
38385000,12.78,93.83984375,1028.583438,-122,8
38400000,12.78,94.52050781,1028.583438,-122,11
38415000,12.77,94.3359375,1028.511875,-122,10
38430000,12.75,94.05957031,1028.560898,-122,9
38445000,12.72,93.68359375,1028.547148,-122,8
38460000,12.72,94.09179688,1028.492187,-122,6
38475000,12.72,94.44140625,1028.566211,-122,7
38490000,12.71,94.08886719,1028.577148,-122,7
38505000,12.7,94.02929688,1028.514023,-122,7
38520000,12.72,94.77148438,1028.566211,-122,6
38535000,12.71,95.00292969,1028.558086,-122,6
38550000,12.71,95.24511719,1028.613086,-122,6
38565000,12.69,94.79394531,1028.598984,-122,9
38580000,12.68,95.16113281,1028.554922,-122,8
38595000,12.65,94.58105469,1028.560234,-122,6
38610000,12.65,94.78710938,1028.541211,-122,5
38625000,12.68,95.296875,1028.582422,-122,4
38640000,12.67,95.60546875,1028.67582,-122,4
38655000,12.66,95.8359375,1028.659258,-122,4
38670000,12.63,95.63769531,1028.673008,-122,4
38685000,12.63,95.3828125,1028.58207,-122,3
38700000,12.61,95.13574219,1028.548945,-122,2
38715000,12.6,94.9609375,1028.54082,-122,1
38730000,12.59,94.96777344,1028.716719,-122,3
38745000,12.63,95.84863281,1028.66457,-122,2
38760000,12.62,95.84667969,1028.538008,-122,3
38775000,12.6,95.81542969,1028.56832,-122,4
38790000,12.59,95.2890625,1028.551758,-122,6
38805000,12.58,95.00292969,1028.554219,-122,6
38820000,12.57,94.46875,1028.601094,-122,6
38835000,12.58,95.31347656,1028.609219,-122,5
38850000,12.56,95.08789063,1028.611992,-122,6
38865000,12.55,94.71679688,1028.559492,-122,7
38880000,12.54,94.58789062,1028.551367,-122,8
38895000,12.53,95.23632813,1028.562266,-122,8
38910000,12.52,94.79492188,1028.619727,-122,9
38925000,12.51,95.43554688,1028.831523,-122,8
38940000,12.5,95.44335937,1028.540078,-122,7
38955000,12.49,94.76171875,1028.5975,-122,8
38970000,12.45,94.98730469,1028.649648,-122,6
38985000,12.47,94.58203125,1028.646836,-122,5
39000000,12.44,94.32324219,1028.624609,-122,6
39015000,12.45,94.53125,1028.73207,-122,4
39030000,12.46,95.11425781,1028.693711,-122,3
39045000,12.52,96.13476563,1028.537266,-122,4
39060000,12.46,95.67675781,1028.712734,-122,3
39075000,12.44,95.31347656,1028.770508,-122,3
39090000,12.43,94.68945313,1028.717969,-122,4
39105000,12.42,94.42578125,1028.654883,-122,6
39120000,12.4,93.93554688,1028.695742,-122,5
39135000,12.38,93.76660156,1028.533633,-122,7
39150000,12.37,93.53320312,1028.764414,-122,7
39165000,12.37,93.36621094,1028.783438,-122,5
39180000,12.37,94.37792969,1028.791875,-122,7
39195000,12.42,95.49316406,1028.764805,-122,10
39210000,12.47,96.125,1028.619375,-122,8
39225000,12.44,96.08984375,1028.798008,-122,10
39240000,12.41,95.91015625,1028.693281,-122,13
39255000,12.4,95.94433594,1028.668242,-122,12
39270000,12.37,95.54003906,1028.810937,-122,10
39285000,12.36,95.19824219,1028.739375,-122,9
39300000,12.35,94.85644531,1028.750313,-122,9
39315000,12.34,95.15722656,1028.797109,-122,9
39330000,12.39,96.0390625,1028.871563,-122,12
39345000,12.37,96.05664063,1028.791875,-122,12
39360000,12.36,96.16113281,1028.802773,-122,13
39375000,12.37,96.04492188,1028.838398,-122,12
39390000,12.35,95.85546875,1029.025117,-130,13
39405000,12.33,95.8125,1028.79957,-122,12
39420000,12.32,95.78320313,1028.818906,-122,12
39435000,12.31,95.36425781,1028.664961,-122,12
39450000,12.31,94.7890625,1028.931289,-122,17
39465000,12.31,95.62597656,1028.747383,-122,19
39480000,12.32,96.05273437,1028.673047,-122,17
39495000,12.35,96.61230469,1028.860195,-122,17
39510000,12.33,96.38476562,1028.936992,-122,18
39525000,12.33,96.49414063,1028.862969,-122,18
39540000,12.3,95.81738281,1029.033086,-130,24
39555000,12.32,96.35546875,1028.736484,-122,27
39570000,12.32,96.48144531,1028.818906,-122,27
39585000,12.33,96.70703125,1028.835508,-122,31
39600000,12.36,96.72167969,1028.959258,-122,30
39615000,12.36,96.91796875,1028.912734,-122,31
39630000,12.36,97.02148438,1028.876797,-122,37
39645000,12.41,97.45996094,1028.904687,-122,39
39660000,12.37,97.21777344,1028.893359,-122,40
39675000,12.38,97.52148438,1028.8,-122,40
39690000,12.4,97.59375,1028.860625,-122,40
39705000,12.35,97.28125,1028.805234,-122,43
39720000,12.34,96.98828125,1028.816133,-122,44
39735000,12.35,97.26269531,1028.832734,-122,45
39750000,12.39,97.50390625,1028.871563,-122,46
39765000,12.36,97.39257813,1028.885234,-122,46
39780000,12.4,97.61328125,1028.67668,-122,48
39795000,12.4,97.98144531,1028.841602,-122,48
39810000,12.44,98.06835938,1028.798008,-122,55
39825000,12.45,98.16992188,1028.84207,-122,54
39840000,12.44,98.00976563,1028.762031,-122,54
39855000,12.47,98.26953125,1028.792695,-122,53
39870000,12.47,98.38574219,1028.875195,-122,53
39885000,12.46,98.19921875,1028.776133,-122,50
39900000,12.46,98.34472656,1028.968555,-122,48
39915000,12.47,98.40527344,1028.839219,-122,48
39930000,12.46,98.23828125,1028.721172,-122,47
39945000,12.44,98.24316406,1028.817031,-122,47
39960000,12.43,98.09472656,1028.745469,-122,47
39975000,12.43,98,1028.753945,-122,49
39990000,12.44,98.15527344,1028.871953,-122,48
40005000,12.45,98.25488281,1028.778594,-122,47
40020000,12.47,98.25976562,1028.784297,-122,47
40035000,12.42,97.71484375,1028.92125,-122,47
40050000,12.41,97.62792969,1028.885664,-122,47
40065000,12.44,98,1028.899453,-122,49
40080000,12.45,98.15820312,1028.888555,-122,48
40095000,12.43,98.08789063,1028.836367,-122,47
40110000,12.44,98.29101563,1028.871953,-122,47
40125000,12.48,98.34667969,1028.828359,-122,46
40140000,12.47,98.30761719,1028.784297,-122,45
40155000,12.51,98.46289063,1028.933047,-122,49
40170000,12.6,98.91992187,1028.953203,-122,49
40185000,12.59,98.83984375,1028.936641,-122,48
40200000,12.55,98.64648437,1028.944375,-122,47
40215000,12.55,98.63671875,1028.897852,-122,46
40230000,12.57,98.78515625,1028.812578,-122,46
40245000,12.54,98.34179688,1028.955273,-122,48
40260000,12.53,98.43847656,1028.911211,-122,49
40275000,12.52,98.23925781,1028.867148,-122,49
40290000,12.58,98.69042969,1028.911641,-122,50
40305000,12.57,98.73828125,1028.875977,-122,50
40320000,12.61,98.9609375,1028.859844,-122,50
40335000,12.63,99.02148437,1028.856992,-122,48
40350000,12.61,98.87402344,1028.942305,-122,47
40365000,12.65,99.03808594,1028.981094,-122,45
40380000,12.67,99.14746094,1028.97832,-122,47
40395000,12.66,99.18359375,1028.934258,-122,46
40410000,12.72,99.21777344,1028.868711,-122,47
40425000,12.73,99.11328125,1029.031211,-130,48
40440000,12.73,99.0546875,1028.948711,-122,48
40455000,12.71,98.89453125,1029.053047,-130,53
40470000,12.72,98.93554688,1028.868711,-122,52
40485000,12.74,98.99902344,1028.874336,-122,50
40500000,12.75,98.953125,1028.973398,-122,53
40515000,12.78,98.98632813,1029.105938,-130,56
40530000,12.78,99.12207031,1029.050937,-122,51
40545000,12.81,99.15136719,1028.908164,-122,48
40560000,12.79,99.0390625,1028.965664,-122,54
40575000,12.8,99.22363281,1028.891602,-122,49
40590000,12.84,98.99316406,1028.855977,-122,53
40605000,12.88,99.15722656,1029.032305,-130,52
40620000,12.85,99.06054687,1029.037578,-130,49
40635000,12.83,98.81640625,1028.968789,-122,51
40650000,12.84,98.7578125,1028.985352,-130,51
40665000,12.82,98.64648437,1028.924727,-122,52
40680000,12.81,98.45214844,1028.91625,-122,74
40695000,12.83,98.55371094,1029.133789,-130,76
40710000,12.85,98.68261719,1029.001953,-122,70
40725000,12.88,98.68945312,1029.07918,-130,71
40740000,12.88,98.69140625,1029.004766,-130,71
40755000,12.89,98.7109375,1029.048867,-122,73
40770000,12.89,98.59472656,1028.958203,-122,73
40785000,12.87,98.328125,1028.988203,-122,74
40800000,12.89,98.4296875,1029.040703,-130,74
40815000,12.9,98.50976562,1029.002305,-130,75
40830000,12.89,98.49804688,1029.103828,-130,77
40845000,12.89,98.41992188,1029.021328,-130,77
40860000,12.88,98.25292969,1029.024141,-130,77
40875000,12.86,98.01464844,1029.018516,-122,77
40890000,12.85,97.92578125,1028.974453,-122,78
40905000,12.84,97.81640625,1029.095391,-130,78
40920000,12.84,97.73144531,1028.993516,-122,78
40935000,12.86,97.66601563,1029.018516,-122,78
40950000,12.84,97.74804687,1029.122891,-130,78
40965000,12.83,97.66113281,1029.031914,-130,79
40980000,12.83,97.515625,1028.968789,-122,79
40995000,12.88,97.828125,1029.032305,-130,81
41010000,12.89,97.83789063,1029.068203,-130,79
41025000,12.94,98.13085938,1029.104531,-130,80
41040000,12.93,98.02148437,1029.107344,-130,82
41055000,12.92,97.91210938,1029.008242,-130,80
41070000,12.91,97.8515625,1029.027305,-122,78
41085000,12.91,97.61914063,1028.999805,-122,77
41100000,12.92,97.70898437,1028.980742,-122,74
41115000,12.91,97.56054688,1029.211406,-130,70
41130000,12.96,97.85351563,1029.110117,-130,65
41145000,12.92,97.2734375,1028.988867,-130,68
41160000,12.94,97.55761719,1029.26957,-130,67
41175000,12.97,97.48730469,1029.146094,-130,65
41190000,13,97.64941406,1029.066406,-130,63
41205000,13,97.4453125,1029.176445,-130,65
41220000,12.99,97.35546875,1028.93168,-122,63
41235000,12.99,97.18066406,1029.159883,-130,63
41250000,13,97.39648437,1029.066406,-130,62
41265000,12.98,97.12988281,1029.088281,-130,63
41280000,12.99,97.28710938,1028.994805,-122,63
41295000,13.03,97.19921875,1029.033594,-130,63
41310000,13.03,97.32617188,1029.088594,-130,63
41325000,13.04,97.33789062,1028.940078,-122,60
41340000,13.05,97.18457031,1028.948516,-122,58
41355000,13.03,96.8984375,1029.080469,-130,57
41370000,13.02,96.97363281,1029.091445,-130,52
41385000,13.01,96.80664063,1029.02793,-130,50
41400000,13.01,96.95214844,1029.082969,-130,47
41415000,13.01,97.04980469,1029.110469,-130,60
41430000,13.02,97.11035156,1028.981367,-130,63
41445000,13.03,96.95703125,1029.245547,-130,66
41460000,13.02,96.70214844,1029.091445,-130,61
41475000,13.02,96.828125,1029.044492,-130,60
41490000,13.03,96.67480469,1029.080469,-130,66
41505000,13.02,96.48828125,1029.099531,-130,63
41520000,13.03,96.70410156,1028.951016,-122,60
41535000,13.02,96.59570312,1029.091445,-130,62
41550000,13.03,96.4609375,1029.171133,-130,60
41565000,13.04,96.51953125,1029.069531,-130,62
41580000,13.08,96.73535156,1028.978828,-122,63
41595000,13.09,96.80566406,1029.215508,-130,61
41610000,13.12,96.87792969,1028.981992,-122,63
41625000,13.11,96.82910156,1029.083555,-130,61
41640000,13.11,96.60546875,1029.213008,-130,59
41655000,13.11,96.68359375,1029.056094,-130,62
41670000,13.09,96.57226563,1029.077969,-130,61
41685000,13.09,96.34863281,1029.069805,-130,61
41700000,13.1,96.54492188,1029.011992,-130,60
41715000,13.1,96.45800781,1029.14957,-130,62
41730000,13.09,96.62109375,1029.105469,-130,62
41745000,13.14,96.56445313,1029.105781,-130,62
41760000,13.16,96.546875,1029.130781,-130,63
41775000,13.15,96.34082031,1029.067305,-130,63
41790000,13.15,96.38964844,1029.031641,-130,62
41805000,13.16,96.36425781,1029.111367,-130,63
41820000,13.15,96.23339844,1029.149844,-130,70
41835000,13.15,96.27246094,1029.141758,-130,70
41850000,13.15,96.23339844,1029.086719,-130,68
41865000,13.14,96.30957031,1029.015117,-130,67
41880000,13.17,96.21875,1029.119844,-130,67
41895000,13.19,96.30078125,1028.987852,-122,65
41910000,13.18,96.16308594,1029.163906,-130,65
41925000,13.18,95.91015625,1029.191445,-130,65
41940000,13.18,95.9296875,1029.108867,-130,65
41955000,13.19,96.0390625,1029.133555,-130,65
41970000,13.22,95.90917969,1029.100703,-130,64
41985000,13.2,95.81738281,1029.086992,-130,64
42000000,13.19,95.921875,1029.09793,-130,63
42015000,13.2,95.94335938,1029.142031,-130,63
42030000,13.18,95.66894531,1029.17207,-130,62
42045000,13.18,95.53125,1029.191445,-130,64
42060000,13.14,95.76757813,1029.18832,-130,64
42075000,13.17,95.66503906,1029.210508,-130,63
42090000,13.17,95.8203125,1029.238008,-130,63
42105000,13.16,95.59667969,1029.166406,-130,65
42120000,13.15,95.36816406,1029.232422,-130,69
42135000,13.16,95.47753906,1029.130781,-130,72
42150000,13.16,95.3515625,1029.075742,-130,67
42165000,13.15,95.36816406,1029.149844,-130,66
42180000,13.16,95.40039063,1029.295898,-130,61
42195000,13.15,95.31054687,1029.224297,-130,60
42210000,13.17,95.54785156,1029.238008,-130,59
42225000,13.18,95.71777344,1029.282109,-130,58
42240000,13.19,95.61132813,1029.216133,-130,57
42255000,13.24,95.69042969,1029.125742,-130,58
42270000,13.22,95.74414063,1029.257734,-130,57
42285000,13.21,95.703125,1029.221758,-130,57
42300000,13.21,95.65429688,1029.331836,-130,56
42315000,13.21,95.5859375,1029.213633,-130,58
42330000,13.19,95.53320313,1029.208008,-130,55
42345000,13.18,95.19238281,1029.282109,-130,54
42360000,13.17,95.3046875,1029.257422,-130,55
42375000,13.19,95.45507813,1029.208008,-130,57
42390000,13.2,95.515625,1029.334648,-130,57
42405000,13.2,95.53515625,1029.307148,-130,58
42420000,13.18,95.47460938,1029.22707,-130,58
42435000,13.19,95.47460938,1029.263047,-130,56
42450000,13.18,95.19238281,1029.089492,-130,56
42465000,13.18,95.21972656,1029.274023,-130,57
42480000,13.17,95.18847656,1029.119844,-130,57
42495000,13.2,95.71972656,1029.19707,-130,55
42510000,13.21,95.32421875,1029.076016,-130,56
42525000,13.19,95.0859375,1029.180469,-130,55
42540000,13.18,95.28027344,1029.144531,-130,59
42555000,13.18,95.18261719,1029.25457,-130,56
42570000,13.19,95.59179688,1029.216133,-130,56
42585000,13.2,95.40136719,1029.122617,-130,53
42600000,13.2,95.51855469,1029.205195,-130,51
42615000,13.22,95.49121094,1029.320898,-130,52
42630000,13.23,95.45507813,1029.227383,-130,50
42645000,13.2,95.21679688,1029.177656,-130,46
42660000,13.19,95.33886719,1029.153008,-130,47
42675000,13.21,95.27539063,1029.194219,-130,46
42690000,13.22,95.47167969,1029.23832,-130,44
42705000,13.25,95.52441406,1029.252383,-130,40
42720000,13.24,95.26269531,1029.125742,-130,41
42735000,13.22,95.02441406,1029.202695,-130,38
42750000,13.22,95.32617187,1029.155781,-130,33
42765000,13.19,95.046875,1029.161094,-130,32
42780000,13.19,94.76464844,1029.161094,-130,28
42795000,13.22,95.15136719,1029.202695,-130,28
42810000,13.25,95.15527344,1029.114766,-130,28
42825000,13.26,95.16992187,1029.186367,-130,28
42840000,13.25,95.02148438,1029.012813,-130,26
42855000,13.26,94.99414062,1029.27707,-130,23
42870000,13.24,94.91210938,1029.188906,-130,22
42885000,13.23,95.01660156,1029.144805,-130,20
42900000,13.23,95.05371094,1029.191719,-130,17
42915000,13.23,94.87890625,1029.246758,-130,19
42930000,13.22,94.95605469,1029.210781,-130,16
42945000,13.21,94.70117187,1029.16668,-130,15
42960000,13.22,94.9375,1029.210781,-130,14
42975000,13.21,94.88671875,1029.241172,-130,12
42990000,13.2,94.92480469,1029.260234,-130,11
43005000,13.22,94.88867188,1029.230195,-130,12
43020000,13.2,94.80859375,1029.232695,-130,12
43035000,13.21,94.97363281,1029.331836,-130,11
43050000,13.21,94.85742187,1029.194219,-130,12
43065000,13.22,94.80078125,1029.147617,-130,14
43080000,13.23,94.74511719,1029.199844,-130,16
43095000,13.25,94.77636719,1029.334961,-130,14
43110000,13.23,94.76171875,1029.219219,-130,14
43125000,13.23,94.83984375,1029.219219,-130,14
43140000,13.22,94.73242188,1029.26582,-130,12
43155000,13.23,94.70605469,1029.282383,-130,10
43170000,13.23,94.8515625,1029.309922,-130,8
43185000,13.23,94.71289063,1029.10918,-130,9
43200000,13.27,94.7421875,1029.505703,-130,10
43215000,13.27,94.73242188,1029.120391,-130,9
43230000,13.26,94.41113281,1029.213906,-130,9
43245000,13.23,94.54101563,1029.282383,-130,7
43260000,13.24,94.59179688,1029.23582,-130,5
43275000,13.24,94.64941406,1029.188906,-130,3
43290000,13.23,94.50878906,1029.219219,-130,10
43305000,13.2,94.390625,1029.232695,-130,8
43320000,13.2,94.57519531,1029.150117,-130,6
43335000,13.19,94.10351563,1029.153008,-130,6
43350000,13.22,94.60644531,1029.26582,-130,6
43365000,13.21,94.41894531,1029.276797,-130,5
43380000,13.2,94.29101562,1029.25207,-130,4
43395000,13.21,94.54589844,1029.213633,-130,2
43410000,13.2,94.30273438,1029.260234,-130,1
43425000,13.22,94.48046875,1029.230195,-130,2
43440000,13.21,94.33203125,1029.241172,-130,0
43455000,13.19,94.03515625,1029.161094,-130,1
43470000,13.19,94.24023438,1029.208008,-130,0
43485000,13.18,94.18164063,1029.309648,-130,0
43500000,13.18,94.07421875,1029.19957,-130,0
43515000,13.19,94.20117188,1029.263047,-130,0
43530000,13.19,94.23046875,1029.161094,-130,0
43545000,13.21,94.3125,1029.186133,-130,0
43560000,13.19,94.06542969,1029.208008,-130,0
43575000,13.19,93.96777344,1029.290586,-130,0
43590000,13.18,94.16992188,1029.218945,-130,0
43605000,13.2,94.2734375,1029.232695,-130,0
43620000,13.19,94.25,1029.216133,-130,0
43635000,13.18,93.94628906,1029.274023,-130,0
43650000,13.17,94.11914062,1029.210508,-130,0
43665000,13.16,94.1484375,1029.193945,-130,0
43680000,13.18,94.04296875,1029.246484,-130,0
43695000,13.18,93.92675781,1029.384062,-130,0
43710000,13.16,93.77832031,1029.221445,-130,0
43725000,13.16,94.08789063,1029.295898,-130,0
43740000,13.15,94.06542969,1029.251797,-130,0
43755000,13.16,93.9140625,1029.276523,-130,0
43770000,13.15,94.11425781,1029.149844,-130,0
43785000,13.15,94.13378906,1029.251797,-130,0
43800000,13.16,94.08789063,1029.21332,-130,0
43815000,13.16,93.97070313,1029.240859,-130,0
43830000,13.16,94.01953125,1029.21332,-130,0
43845000,13.16,94.06835938,1029.21332,-130,0
43860000,13.17,94.13867187,1029.293086,-130,0
43875000,13.17,94.19628906,1029.339961,-130,0
43890000,13.18,93.75097656,1029.246484,-130,0
43905000,13.21,94.03027344,1029.268633,-130,0
43920000,13.2,94.13769531,1029.177656,-130,0
43935000,13.21,94.28320313,1029.331836,-130,0
43950000,13.21,93.96191406,1029.249258,-130,0
43965000,13.19,93.7734375,1029.271172,-130,0
43980000,13.18,93.75390625,1029.282109,-130,0
43995000,13.15,93.57910156,1029.232422,-130,0
44010000,13.16,93.78613281,1029.21332,-130,0
44025000,13.16,93.75878906,1029.386563,-130,0
44040000,13.16,93.64941406,1029.240859,-130,0
44055000,13.16,93.76660156,1029.21332,-130,0
44070000,13.15,93.68652344,1029.196758,-130,0
44085000,13.14,93.74511719,1029.243359,-130,0
44100000,13.13,93.68164063,1029.116719,-130,0
44115000,13.13,93.65332031,1029.191133,-130,0
44130000,13.13,93.62402344,1029.199258,-130,0
44145000,13.15,93.74511719,1029.287422,-130,0
44160000,13.16,94.00976563,1029.295898,-130,0
44175000,13.16,93.82714844,1029.276523,-130,0
44190000,13.18,93.85839844,1029.356523,-130,0
44205000,13.15,93.75488281,1029.314961,-130,0
44220000,13.18,93.62695312,1029.419687,-130,0
44235000,13.18,93.74414062,1029.282109,-130,0
44250000,13.16,93.74902344,1029.221445,-130,0
44265000,13.17,93.78808594,1029.395039,-130,0
44280000,13.15,93.77441406,1029.314961,-130,0
44295000,13.14,93.76171875,1029.345273,-130,0
44310000,13.13,93.70117188,1029.328711,-130,0
44325000,13.11,93.33007813,1029.303711,-130,0
44340000,13.1,93.26660156,1029.306523,-130,0
44355000,13.1,93.62890625,1029.314648,-130,0
44370000,13.11,93.66015625,1029.303711,-130,0
44385000,13.12,93.63085937,1029.339688,-130,0
44400000,13.1,93.54101563,1029.23207,-130,0
44415000,13.14,93.48925781,1029.262773,-130,0
44430000,13.15,93.54101563,1029.314961,-130,0
44445000,13.18,93.64648437,1029.337148,-130,0
44460000,13.18,93.40136719,1029.274023,-130,0
44475000,13.18,93.59570313,1029.246484,-130,0
44490000,13.16,93.50390625,1029.350938,-130,0
44505000,13.14,93.50878906,1029.235234,-130,0
44520000,13.14,93.23730469,1029.345273,-130,0
44535000,13.14,93.49902344,1029.207734,-130,0
44550000,13.16,93.34863281,1029.323398,-130,0
44565000,13.13,93.64355469,1029.309336,-130,0
